-0.456508	-0.101624	1.000000
-0.484812	0.280389	-1.000000
-0.330154	-0.639969	-1.000000
-0.947796	0.086413	-1.000000
0.217416	-0.579589	-1.000000
-0.025525	0.612041	-1.000000
0.524706	-0.624728	-1.000000
0.184232	-0.082632	1.000000
0.398971	0.013664	1.000000
-0.602128	-0.650066	-1.000000
0.004900	-0.085140	1.000000
-0.000729	0.000462	1.000000
-0.305336	0.668043	-1.000000
-0.216594	-0.267717	1.000000
-0.393060	-0.423024	-1.000000
0.175924	0.167982	1.000000
0.642390	0.459250	-1.000000
0.020897	-0.235009	1.000000
-0.215969	0.307613	1.000000
-0.277033	0.204733	1.000000
-0.011897	-0.057121	1.000000
-0.175337	-0.249492	1.000000
-0.568864	0.037782	-1.000000
-0.306326	-0.363636	1.000000
0.608890	-0.589107	-1.000000
0.409965	0.137653	1.000000
0.003801	-0.004616	1.000000
0.076658	-0.208439	1.000000
-0.244366	0.400597	1.000000
0.475346	-0.541600	-1.000000
-0.932283	-0.131576	-1.000000
0.081199	-0.170857	1.000000
0.015343	-0.366154	1.000000
0.582384	-0.627798	-1.000000
0.697048	0.050449	-1.000000
-0.679818	0.506597	-1.000000
-0.143208	-0.403109	1.000000
-0.097019	0.069140	1.000000
0.723741	0.110291	-1.000000
0.201263	-0.093746	1.000000
0.260704	0.270076	1.000000
-0.134579	0.717001	-1.000000
0.595861	-0.184953	-1.000000
-0.855282	-0.458198	-1.000000
0.138308	-0.341426	1.000000
-0.634968	-0.090721	-1.000000
0.022471	-0.022120	1.000000
0.040447	-0.139102	1.000000
-0.286677	-0.738363	-1.000000
0.003755	-0.022061	1.000000
0.515509	0.217736	-1.000000
-0.122840	-0.449860	1.000000
-0.862182	0.489904	-1.000000
0.119996	-0.243618	1.000000
0.025268	0.007137	1.000000
0.221091	0.156898	1.000000
-0.145289	-0.170253	1.000000
0.263571	0.833933	-1.000000
-0.444680	-0.269092	-1.000000
0.771015	-0.100858	-1.000000
-0.254940	-0.879521	-1.000000
-0.732064	0.623727	-1.000000
0.026547	0.031193	1.000000
-0.005611	0.194563	1.000000
0.683281	-0.353049	-1.000000
0.872497	-0.190604	-1.000000
0.392352	0.065772	1.000000
-0.531254	0.803049	-1.000000
0.345053	-0.723530	-1.000000
0.189301	0.260530	1.000000
-0.339109	-0.167510	1.000000
-0.191949	0.235475	1.000000
-0.081514	0.157327	1.000000
0.553644	0.463839	-1.000000
0.313082	-0.406676	-1.000000
-0.343212	0.155702	1.000000
0.575669	0.086490	-1.000000
0.236108	0.951110	-1.000000
0.151115	0.369917	1.000000
0.868100	-0.149566	-1.000000
0.843702	0.450626	-1.000000
-0.596319	0.785488	-1.000000
-0.185729	-0.139945	1.000000
0.156995	-0.199937	1.000000
-0.539038	-0.527976	-1.000000
0.018287	-0.266004	1.000000
0.178029	0.010308	1.000000
0.070954	-0.621103	-1.000000
0.203853	0.249423	1.000000
0.482640	0.049565	1.000000
-0.837927	0.290335	-1.000000
-0.379461	0.729925	-1.000000
0.140800	-0.127358	1.000000
0.378142	0.032259	1.000000
-0.041349	0.169065	1.000000
-0.525381	-0.425561	-1.000000
-0.403284	0.045535	1.000000
0.008700	-0.004220	1.000000
0.810793	-0.301024	-1.000000
0.151203	0.144252	1.000000
